,id,title,genres,keywords,budget,revenue,popularity,vote_average,vote_count,runtime,release_date,original_language,production_countries,production_companies,cast,crew
1608,10214,Son of the Mask,"['Fantasy', 'Comedy', 'Family', 'Adventure']","['baby', 'mask', 'viking']",84000000,0,17.82,3.60,338,94,2005,en,"['Germany', 'United States of America']","['New Line Cinema', 'Pathé Distribution']","['Jamie Kennedy', 'Alan Cumming', 'Traylor Howard', 'Kal Penn', 'Steven Wright', 'Bob Hoskins', 'Ben Stein']",['Lawrence Guterman']
1609,10215,Sliding Doors,"['Comedy', 'Drama', 'Fantasy', 'Romance']","['double life', 'commercial', 'fantasy', 'chance', 'marketing', 'time travel', 'ambiguous ending', 'alternative reality']",6000000,58000000,15.64,6.50,354,99,1998,en,"['United Kingdom', 'United States of America']","['Paramount Pictures', 'Miramax Films', 'Intermedia Films', 'Mirage Enterprises']","['Gwyneth Paltrow', 'John Hannah', 'John Lynch', 'Jeanne Tripplehorn', 'Zara Turner', 'Douglas McFerran', 'Paul Brightwell', 'Nina Young', 'Virginia McKenna', 'Kevin McNally']",['Peter Howitt']
1610,10217,The Sweet Hereafter,['Drama'],"['canada', 'suffering', 'village', 'independent film', 'lawyer', 'school bus']",5000000,3263585,7.67,6.80,103,112,1997,en,['Canada'],"['Fine Line Features', 'Alliance Communications']","['Ian Holm', 'Caerthan Banks', 'Sarah Polley', 'Tom McCamus', 'Gabrielle Rose', 'Alberta Watson', 'Maury Chaykin', 'Stephanie Morgenstern', 'Bruce Greenwood']",['Atom Egoyan']
1611,10218,Swingers,"['Comedy', 'Romance']","['independent film', 'stuffed animal', 'hollywood', 'drink', 'producer', 'aspiring actor', 'actor']",200000,4505922,13.97,6.80,253,94,1996,en,['United States of America'],"['Miramax Films', 'Independent Pictures (II)', 'The Alfred Shay Company Inc.']","['Jon Favreau', 'Vince Vaughn', 'Ron Livingston', 'Patrick Van Horn', 'Alex Désert', 'Heather Graham', 'Deena Martin', 'Katherine Kendall', 'Brooke Langton', 'Blake Lindsley']",['Doug Liman']
1612,10219,Snow Falling on Cedars,"['Drama', 'Romance']","['journalist', 'japanese', 'wife', 'fisherman', 'war', 'bias', 'trial', 'washington state']",0,0,2.79,6.30,32,127,1999,en,['United States of America'],"['Universal Pictures', 'The Kennedy/Marshall Company']","['Ethan Hawke', 'Youki Kudoh', 'Reeve Carney', 'Anne Suzuki', 'Rick Yune', 'Max von Sydow', 'James Rebhorn', 'James Cromwell', 'Richard Jenkins', 'Arija Bareikis']",['Scott Hicks']
1613,10220,Rounders,"['Drama', 'Crime']","['gambling', 'law', 'compulsive gambling', 'roulette']",12000000,22921898,18.42,6.90,439,121,1998,en,['United States of America'],"['Miramax Films', 'Spanky Pictures']","['Matt Damon', 'John Turturro', 'Gretchen Mol', 'Goran Visnjic', 'Edward Norton', 'John Malkovich', 'Famke Janssen', 'Martin Landau', 'Mal Z. Lawrence', 'Paul Cicero']",['John Dahl']
1614,10223,A Simple Plan,"['Drama', 'Crime', 'Thriller']","['brother brother relationship', 'money delivery', 'airplane', 'greed', 'friendship', 'suspense', 'financial transactions']",0,0,10.18,6.90,187,121,1998,en,['United States of America'],['Paramount Pictures'],"['Bill Paxton', 'Bridget Fonda', 'Billy Bob Thornton', 'Brent Briscoe', 'Chelcie Ross', 'Gary Cole', 'Becky Ann Baker', 'Tom Carey', 'Jack Walsh']",['Sam Raimi']
1615,10225,Friday the 13th Part VI: Jason Lives,"['Horror', 'Mystery', 'Thriller']","['lightning', 'cemetery', 'mask', 'slasher', 'jason vorhees']",3000000,19472057,11.16,5.70,216,86,1986,en,['United States of America'],['Paramount Pictures'],"['Thom Mathews', 'Jennifer Cooke', 'David Kagen', 'Renée Jones', 'Tom Fridley', 'C.J. Graham', 'Tony Goldwyn', 'Darcy DeMoss', 'Ann Ryerson', 'Alan Blumenfeld']",['Tom McLoughlin']
1616,10226,High Tension,"['Horror', 'Thriller', 'Mystery']","['mass murder', 'insanity', 'gore', 'survival', 'farmhouse', 'extreme violence', 'maniac', 'home invasion', 'new french extremism']",0,0,4.95,6.60,271,91,2003,fr,['France'],"['Alexandre Films', 'EuropaCorp']","['Cécile de France', 'Maïwenn', 'Philippe Nahon', 'Franck Khalfoun', 'Andrei Finti', 'Oana Pellea', 'Marco Claudiu Pascu']",['Alexandre Aja']
1617,10229,A Walk to Remember,"['Drama', 'Romance']","['based on novel', 'theatre group', 'north carolina', 'theatre milieu', 'high school', 'cancer', 'coming of age', 'tragic love', 'teenager', 'star crossed lovers']",11000000,41227069,33.28,7.50,1018,101,2002,en,['United States of America'],"['DiNovi Pictures', 'Pandora Pictures', 'Gaylord Films', 'Warner Bros.']","['Mandy Moore', 'Shane West', 'Peter Coyote', 'Daryl Hannah', 'Lauren German', 'Clayne Crawford', 'Paz de la Huerta', 'Matt Lutz', 'Al Thompson', 'Jonathan Parks Jordan']",['Adam Shankman']
1618,10238,Cries and Whispers,['Drama'],"['sister sister relationship', 'sweden', 'dying and death']",0,0,11.35,7.80,115,91,1972,sv,['Sweden'],"['Cinematograph AB', 'Svenska Filminstitutet (SFI)']","['Harriet Andersson', 'Ingrid Thulin', 'Kari Sylwan', 'Liv Ullmann', 'Erland Josephson', 'Henning Moritzen', 'Georg Årlin', 'Ingmar Bergman']",['Ingmar Bergman']
1619,10246,Porky's,['Comedy'],"['male nudity', 'female nudity', 'sex', 'florida', 'virgin', 'nudity', 'stripper', 'redneck', 'school', 'loss of virginity', 'hijinks', 'racism', 'teenager', 'lust', 'mischief', 'peeping tom', 'teaching', 'duringcreditsstinger', 'voyeur', 'canuxploitation', 'virginity']",4000000,125728258,12.89,6.10,183,94,1981,en,"['United States of America', 'Canada']","['Melvin Simon Productions', 'Astral Bellevue Pathé']","['Dan Monahan', 'Mark Herrier', 'Wyatt Knight', ""Cyril O'Reilly"", 'Kaki Hunter', 'Kim Cattrall', 'Tony Ganios', 'Art Hindle', 'Doug McGrath', 'Susan Clark']",['Bob Clark']
1620,10253,Dragon Wars: D-War,"['Fantasy', 'Drama', 'Horror', 'Action', 'Thriller', 'Science Fiction']","['giant snake', 'korea', 'dagger', 'south korea']",70000000,53587404,4.82,4.00,104,90,2007,ko,['South Korea'],"['Younggu-Art Movies', 'Showbox Entertainment']","['Jason Behr', 'Robert Forster', 'Aimee Garcia', 'Chris Mulkey', 'Elizabeth Peña', 'Craig Robinson', 'Amanda Brooks', 'Holmes Osborne', 'John Ales', 'Billy Gardell']",['Shim Hyung-Rae']
1621,10269,Yentl,"['Music', 'Drama', 'Romance']","['studies', 'music', 'disguise', 'unhappiness', ""boys' school"", 'woman director']",12000000,30400000,3.39,6.20,51,132,1983,en,"['United Kingdom', 'United States of America']","['United Artists', 'Barwood Films', 'Ladbroke']","['Barbra Streisand', 'Mandy Patinkin', 'Amy Irving', 'Nehemiah Persoff', 'Steven Hill', 'Miriam Margolyes', 'Jonathan Tafler']",['Barbra Streisand']
1622,10279,Summer of Sam,"['Thriller', 'Drama', 'Crime', 'Romance']","['distrust', 'intolerance', 'italian american', 'summer', 'bigotry', 'bronx']",0,0,3.71,6.30,112,142,1999,en,['United States of America'],"['40 Acres & A Mule Filmworks', 'Touchstone Pictures']","['John Leguizamo', 'Adrien Brody', 'Mira Sorvino', 'Jennifer Esposito', 'Anthony LaPaglia', 'Michael Rispoli', 'Saverio Guerra', 'Bebe Neuwirth', 'Patti LuPone', 'Mike Starr']",['Spike Lee']
1623,10280,Thinner,"['Horror', 'Thriller']","['blow job', 'curse', 'fat suit']",0,0,7.87,5.50,124,92,1996,en,['United States of America'],"['Paramount Pictures', 'Spelling Films']","['Robert John Burke', 'Joe Mantegna', 'Lucinda Jenney', 'Michael Constantine', 'Kari Wuhrer', 'Bethany Joy Lenz', 'Daniel von Bargen', 'Stephen King', 'Ed Wheeler', 'Walter Bobbie']",['Tom Holland']
1624,10281,Friday the 13th Part VII: The New Blood,"['Horror', 'Thriller']","['lake', 'mask', 'telekinesis', 'psychopath', 'slasher', 'teenager', 'psychiatrist', 'jason vorhees']",2800000,19170001,9.07,5.30,192,88,1988,en,['United States of America'],['Paramount Pictures'],"['Kane Hodder', 'Lar Park Lincoln', 'Susan Jennifer Sullivan', 'Kevin Spirtas', 'Terry Kiser', 'Elizabeth Kaitan', 'Susan Blu', 'John Otrin', 'Heidi Kozak', 'William Butler']",['John Carl Buechler']
1625,10283,Friday the 13th Part VIII: Jason Takes Manhattan,"['Horror', 'Thriller']","['new york', 'boat', 'mask', 'psychopath', 'high school', 'sewerage', 'times square', 'serial killer', 'teenager', 'jason vorhees']",5000000,14000000,12.90,4.80,191,100,1989,en,['United States of America'],"['Paramount Pictures', 'Sean S. Cunningham Films', 'Horror Inc.']","['Kane Hodder', 'Jensen Daggett', 'Scott Reeves', 'Barbara Bingham', 'Peter Mark Richman', 'Martin Cummins', 'Gordon Currie', 'Alex Diakun', 'Vincent Craig Dupree', 'Saffron Henderson']",['Rob Hedden']
1626,10285,Jason Goes to Hell: The Final Friday,"['Fantasy', 'Horror', 'Thriller']","['male nudity', 'female nudity', 'waitress', 'camping', 'nudity', 'psychopath', 'sequel', 'murder', 'independent film', 'serial killer', 'diner', 'slasher', 'series of murders', 'violence', 'hockey mask', 'jason vorhees']",3000000,15938065,10.34,4.20,193,87,1993,en,['United States of America'],"['New Line Cinema', 'Sean S. Cunningham Films']","['Kane Hodder', 'John D. LeMay', 'Kari Keegan', 'Steven Williams', 'Steven Culp', 'Erin Gray', 'Rusty Schwimmer', 'Richard Gant', 'Leslie Jordan', 'Billy Green Bush']",['Adam Marcus']
1627,10288,Fido,"['Romance', 'Comedy', 'Drama', 'Horror']","['vororte', 'black humor', 'satire', 'dark comedy', 'gore', 'decapitation', 'spoof', 'zombie', 'canuxploitation']",8000000,426224,5.24,6.60,135,91,2006,en,['Canada'],"['Lions Gate Films', 'Astral Media', 'Anagram Pictures Inc.']","['Billy Connolly', 'Carrie-Anne Moss', 'Dylan Baker', 'Kesun Loder', 'Henry Czerny', 'Tim Blake Nelson', 'Sonja Bennett', 'Alexia Fast', 'Aaron Brown', 'Brandon Olds']",['Andrew Currie']
1628,10306,Poltergeist III,"['Horror', 'Thriller']","['chicago', 'religion and supernatural', 'supernatural powers', 'devil', 'demon']",10500000,14144000,11.23,4.50,123,98,1988,en,['United States of America'],['Metro-Goldwyn-Mayer (MGM)'],"['Tom Skerritt', 'Nancy Allen', ""Heather O'Rourke"", 'Lara Flynn Boyle', 'Kipley Wentz', 'Zelda Rubinstein', 'Richard Fire', 'Nathan Davis']",['Gary Sherman']
1629,10307,Stigmata,['Horror'],"['vatican', 'miracle', 'christian', 'faith', 'atheist']",29000000,50041732,14.99,6.00,242,103,1999,en,['United States of America'],"['FGM Entertainment', 'Metro-Goldwyn-Mayer (MGM)']","['Patricia Arquette', 'Gabriel Byrne', 'Jonathan Pryce', 'Nia Long', 'Thomas Kopache', 'Rade Serbedzija', 'Enrico Colantoni', 'Dick Latessa', 'Portia de Rossi', 'Patrick Muldoon']",['Rupert Wainwright']
1630,10312,Patch Adams,"['Comedy', 'Drama']","['nurse', 'hospital', 'doctor']",50000000,202292902,35.54,7.00,832,115,1998,en,['United States of America'],"['Universal Pictures', 'Bungalow 78 Productions', 'Blue Wolf', 'Farrell/Minoff']","['Robin Williams', 'Philip Seymour Hoffman', 'Bob Gunton', 'Peter Coyote', 'Michael Jeter', 'Monica Potter', 'Harve Presnell', 'Daniel London', 'Josef Sommer', 'Irma P. Hall']",['Tom Shadyac']
1631,10313,The Men Who Stare at Goats,"['Comedy', 'War']","['vietnam veteran', 'kuwait', 'new age', 'drug use']",24000000,68729358,20.69,5.90,742,93,2009,en,"['United Kingdom', 'United States of America']","['BBC Films', 'Smoke House', 'Ruby Films']","['George Clooney', 'Ewan McGregor', 'Jeff Bridges', 'Kevin Spacey', 'Robert Patrick', 'Stephen Lang', 'Waleed Zuaiter', 'Stephen Root', 'Glenn Morshower', 'Nick Offerman']",['Grant Heslov']
1632,10314,She's All That,"['Comedy', 'Romance']","['tv star', 'volleyball', 'misfit', 'teen angst', 'house party', 'teen movie', 'teenager', 'popularity', 'little people', 'high school student', 'young love', 'prom queen']",10000000,103166989,8.99,5.70,418,95,1999,en,['United States of America'],"['Miramax Films', 'Tapestry Films', 'FilmColony']","['Freddie Prinze Jr.', 'Rachael Leigh Cook', 'Matthew Lillard', 'Paul Walker', ""Jodi Lyn O'Keefe"", 'Anna Paquin', 'Clea DuVall', 'Kieran Culkin', 'Kevin Pollak', ""Lil' Kim""]",['Robert Iscove']
1633,10315,Fantastic Mr. Fox,"['Adventure', 'Animation', 'Comedy', 'Family']","['tree', 'peasant', 'revenge', 'farm life']",40000000,46471023,41.26,7.50,1176,87,2009,en,['United States of America'],"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Indian Paintbrush', 'American Empirical Pictures']","['George Clooney', 'Meryl Streep', 'Jason Schwartzman', 'Bill Murray', 'Wallace Wolodarsky', 'Eric Chase Anderson', 'Michael Gambon', 'Willem Dafoe', 'Owen Wilson', 'Jarvis Cocker']",['Wes Anderson']
1634,10316,The Ides of March,['Drama'],"['ohio', 'politics']",12500000,75993061,20.32,6.50,910,101,2011,en,['United States of America'],"['Appian Way', 'Crystal City Entertainment', 'Cross Creek Pictures', 'Exclusive Media Group', 'Smokehouse Pictures']","['Ryan Gosling', 'George Clooney', 'Philip Seymour Hoffman', 'Paul Giamatti', 'Evan Rachel Wood', 'Marisa Tomei', 'Jeffrey Wright', 'Max Minghella', 'Jennifer Ehle', 'Gregory Itzin']",['George Clooney']
1635,10317,Our Brand Is Crisis,"['Comedy', 'Drama']","['woman', 'political campaign', 'south america']",28000000,7002261,12.92,5.80,195,108,2015,en,['United States of America'],"['Participant Media', 'Smokehouse Pictures']","['Sandra Bullock', 'Anthony Mackie', 'Billy Bob Thornton', 'Zoe Kazan', 'Scoot McNairy', 'Ann Dowd', 'Joaquim de Almeida', 'Candice Harrison', 'Carmela Zumbado', 'Erick Chavarria']",['David Gordon Green']
1636,10320,The Ring Two,"['Drama', 'Horror', 'Thriller']","['nun', 'based on novel', 'bath tub', 'nightmare', 'son', 'sequel', 'remake', 'vision', 'good vs evil', 'woman reporter', 'mental institution', 'videotape', 'evil child']",50000000,161451538,32.23,5.40,632,110,2005,en,['United States of America'],"['DreamWorks', 'BenderSpink', 'Parkes+MacDonald Image Nation']","['Naomi Watts', 'Simon Baker', 'Elizabeth Perkins', 'David Dorfman', 'Gary Cole', 'Sissy Spacek', 'Ryan Merriman', 'Emily VanCamp', 'Kelly Overton', 'James Lesure']",['Hideo Nakata']
1637,10327,"Legally Blonde 2: Red, White & Blonde",['Comedy'],"['washington d.c.', 'boston', 'chambers of a barrister', 'lawyer']",45000000,124914842,4.34,5.10,377,95,2003,en,['United States of America'],"['Type A Films', 'Marc Platt Productions', 'Metro-Goldwyn-Mayer (MGM)']","['Reese Witherspoon', 'Sally Field', 'Regina King', 'Jennifer Coolidge', 'James Newman', 'Luke Wilson', 'Bruce McGill', 'Dana Ivey', 'Mary Lynn Rajskub', 'Alanna Ubach']",['Charles Herman-Wurmfeld']
1638,10329,Congo,"['Action', 'Adventure', 'Drama', 'Mystery', 'Science Fiction', 'Thriller']","['gorilla', 'diamond mine', 'diamond']",50000000,152022101,10.76,5.00,213,109,1995,en,['United States of America'],"['Paramount Pictures', 'Kennedy/Marshall Company, The']","['Laura Linney', 'Dylan Walsh', 'Ernie Hudson', 'Tim Curry', 'Grant Heslov', 'Joe Don Baker', 'Lorene Noh', 'Mary Ellen Trainor', 'Misty Rosas', 'Stuart Pankin']",['Frank Marshall']
1639,10330,Freaky Friday,['Comedy'],"['single parent', 'brother sister relationship', 'mistake in person', 'bride', 'talk show', 'body exchange', 'motherly love', 'high school', 'mother daughter relationship', 'wedding', 'psychiatrist', 'body-swap', 'music band', 'teen comedy', 'child as an adult', 'adult as a child']",26000000,110230332,24.35,6.00,879,97,2003,en,['United States of America'],"['Walt Disney Pictures', 'Gunn Films', 'Casual Friday Productions']","['Jamie Lee Curtis', 'Lindsay Lohan', 'Mark Harmon', 'Harold Gould', 'Haley Hudson', 'Chad Michael Murray', 'Dina Spybey-Waters', 'Stephen Tobolowsky', 'Christina Vidal', 'Ryan Malgarini']",['Mark Waters']
1640,10331,Night of the Living Dead,['Horror'],"['brother sister relationship', 'cemetery', 'gun', 'gas station', 'loss of father', 'house', 'barricade', 'zombie', 'trapped']",114000,30000000,25.67,7.50,580,96,1968,en,['United States of America'],"['Laurel Group', 'Off Color Films', 'Image Ten', 'Market Square Productions']","['Duane Jones', ""Judith O'Dea"", 'Karl Hardman', 'Marilyn Eastman', 'Keith Wayne', 'Judith Ridley', 'Kyra Schon', 'Charles Craig', 'S. William Hinzman', ""Bill 'Chilly Billy' Cardille""]",['George A. Romero']
1641,10333,The Prince of Tides,"['Drama', 'Romance']","['american football', 'trainer', 'twin sister', 'suppressed past', 'psychiatrist', 'extramarital affair', 'woman director']",30000000,74787599,3.85,5.90,56,132,1991,en,['United States of America'],['Columbia Pictures'],"['Nick Nolte', 'Barbra Streisand', 'Blythe Danner', 'Kate Nelligan', 'Jeroen Krabbé', 'Melinda Dillon', 'George Carlin', 'Jason Gould', 'Nancy Moore Atchison']",['Barbra Streisand']
1642,10336,Spawn,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']","['anti hero', 'secret agent', 'fistfight', 'based on comic book', 'burn victim']",40000000,87840042,19.83,5.00,336,96,1997,en,['United States of America'],"['New Line Cinema', 'Pull Down Your Pants Pictures', 'Todd McFarlane Entertainment']","['Michael Jai White', 'Martin Sheen', 'John Leguizamo', 'Theresa Randle', 'Nicol Williamson', 'D. B. Sweeney', 'Melinda Clarke', 'Miko Hughes', 'Sydni Beaudoin', 'Frank Welker']",['Mark A.Z. Dippé']
1643,10339,Moby Dick,"['Adventure', 'Drama']","['based on novel', 'captain', 'boat', 'obsession', 'shipwreck', 'stroke of fate', 'whale', 'walrus', 'revenge']",4500000,10400000,5.22,6.90,89,116,1956,en,['United States of America'],"['Warner Bros.', 'Moulin Productions Inc.']","['Gregory Peck', 'Richard Basehart', 'Leo Genn', 'James Robertson Justice', 'Harry Andrews', 'Bernard Miles', 'Friedrich von Ledebur', 'Mervyn Johns', 'Orson Welles', 'John Huston']",['John Huston']
1644,10350,Wing Commander,"['Action', 'Science Fiction']","['fight', 'pilot', 'outer space', 'based on video game', 'space opera']",30000000,0,5.26,4.00,72,100,1999,en,"['Luxembourg', 'United States of America']","['Carousel Picture Company, The', 'No Prisoners Productions', 'Origin Systems Inc.', 'American Entertainment Investors', 'Wing Commander Productions', 'Digital Anvil']","['Freddie Prinze Jr.', 'Saffron Burrows', 'Matthew Lillard', 'Tchéky Karyo', 'Jürgen Prochnow', 'David Suchet', 'David Warner', 'Ginny Holder', 'Hugh Quarshie', 'Ken Bones']",['Christopher Roberts']
1645,10353,The Visitors II: The Corridors of Time,"['Comedy', 'Fantasy']","['mephisto', 'french revolution', 'time travel', 'leap in time', 'knight', 'wedding', 'middle ages']",0,0,12.28,5.80,221,118,1998,fr,['France'],"['Gaumont', 'Canal+', 'France 3 Cinema', 'Centre National de la Cinématographie (CNC)']","['Christian Clavier', 'Jean Reno', 'Marie-Anne Chazel', 'Christian Bujeau', 'Muriel Robin', 'Claire Nadeau', 'Armelle', 'Jean-Luc Caron', 'Patrick Burgel', 'Eric Averlant']",['Jean-Marie Poiré']
1646,10357,Volcano,"['Science Fiction', 'Action', 'Drama', 'Thriller']","['subway', 'lava', 'volcano', 'volcanologist', 'los angeles']",90000000,0,19.84,5.20,376,104,1997,en,['United States of America'],['Twentieth Century Fox Film Corporation'],"['Tommy Lee Jones', 'Anne Heche', 'Gaby Hoffmann', 'Don Cheadle', 'Joshua Fardon', 'Jacqueline Kim', 'Keith David', 'John Corbett', 'Michael Rispoli', 'John Carroll Lynch']",['Mick Jackson']
1647,10358,Zack and Miri Make a Porno,['Comedy'],"['pornography', ""love of one's life"", 'platonic love', 'pornographic video', 'best friend', 'sex comedy', 'best friends in love', 'aftercreditsstinger', 'duringcreditsstinger']",24000000,42105111,27.33,6.10,721,102,2008,en,['United States of America'],"['Blue Askew', 'View Askew Productions']","['Seth Rogen', 'Elizabeth Banks', 'Jennifer Schwalbach Smith', 'Jason Mewes', 'Gerry Bednob', 'Traci Lords', 'Brandon Routh', 'Justin Long', 'Jeff Anderson', 'Craig Robinson']",['Kevin Smith']
1648,10362,Two Lovers,"['Drama', 'Romance']","[""love of one's life"", 'neighbor']",12000000,3148182,8.29,6.60,154,110,2008,en,"['France', 'United States of America']","['2929 Productions', 'Wild Bunch', 'Tempesta Films']","['Joaquin Phoenix', 'Gwyneth Paltrow', 'Isabella Rossellini', 'Vinessa Shaw', 'Moni Moshonov', 'Elias Koteas', 'Bob Ari', 'David Ross', 'Anne Joyce', 'Elliot Villar']",['James Gray']
1649,10364,Catch-22,"['War', 'Comedy', 'Drama']","['world war ii', 'island', 'bomber', 'american']",18000000,24911670,4.50,6.70,72,121,1970,en,['United States of America'],"['Paramount Pictures', 'Filmways Productions']","['Alan Arkin', 'Martin Balsam', 'Richard Benjamin', 'Art Garfunkel', 'Jack Gilford', 'Buck Henry', 'Bob Newhart', 'Anthony Perkins', 'Paula Prentiss', 'Orson Welles']",['Mike Nichols']
1650,10366,Universal Soldier: The Return,"['Action', 'Science Fiction']","['super computer', 'computer program', 'destiny', 'timebomb']",45000000,10667893,14.57,4.20,135,82,1999,en,['United States of America'],"['TriStar Pictures', 'Baumgarten-Prophet Entertainment']","['Jean-Claude Van Damme', 'Kiana Tom', 'Bill Goldberg', 'Michael Jai White', 'Heidi Schanz', 'Xander Berkeley', 'Justin Lazard', 'Daniel von Bargen', 'James Black', 'Karis Paige Bryant']",['Mic Rodgers']
1651,10368,Tea with Mussolini,"['Comedy', 'Drama', 'War']","['italy', 'hotel', 'loss of mother', 'ambassador', 'world war ii', 'loss of parents', 'widow', 'benito mussolini', 'independent film']",12000000,21001563,2.24,5.80,32,117,1999,en,"['United Kingdom', 'Italy']","['Medusa Produzione', 'Cattleya', 'Cineritmo', 'Film and General Productions']","['Cher', 'Judi Dench', 'Joan Plowright', 'Maggie Smith', 'Lily Tomlin', 'Baird Wallace', 'Charlie Lucas', 'Massimo Ghini', 'Paolo Seganti', 'Claudio Spadaro']",['Franco Zeffirelli']
1652,10375,D-Tox,"['Action', 'Thriller']","['alcoholism', 'serial killer', 'hospital', 'police officer']",55000000,6416302,12.67,5.30,123,96,2002,en,['United States of America'],['Universal Pictures'],"['Sylvester Stallone', 'Courtney B. Vance', 'Tom Berenger', 'Charles S. Dutton', 'Jeffrey Wright', 'Kris Kristofferson', 'Stephen Lang', 'Robert Patrick', 'Sean Patrick Flanery', 'Dina Meyer']",['Jim Gillespie']
1653,10377,My Cousin Vinny,"['Comedy', 'Drama']","['prison', 'southern usa', 'suspicion', 'court', 'lawyer', 'wrongful arrest']",11000000,64088552,19.23,7.30,384,120,1992,en,['United States of America'],"['Twentieth Century Fox Film Corporation', 'Palo Vista Productions', 'Peter V. Miller Investment Corp.']","['Joe Pesci', 'Ralph Macchio', 'Marisa Tomei', 'Mitchell Whitfield', 'Fred Gwynne', 'Bruce McGill', 'Lane Smith', 'Austin Pendleton', 'Raynor Scheine', 'James Rebhorn']",['Jonathan Lynn']
1654,10383,Lost Souls,"['Horror', 'Thriller']","['pedophilia', 'daughter', 'anti-christ', 'incest']",0,0,3.31,4.50,38,97,2000,en,['United States of America'],['New Line Cinema'],"['Winona Ryder', 'Ben Chaplin', 'Sarah Wynter', 'Philip Baker Hall', 'John Hurt', 'Elias Koteas', 'John Diehl', 'Alfre Woodard', 'Victor Slezak', 'John Beasley']",['Janusz Kamiński']
1655,10384,Supernova,"['Horror', 'Science Fiction', 'Thriller']","['black people', 'starships', 'future', 'star', 'supernova', 'blast']",90000000,14828081,5.76,4.90,109,91,2000,en,"['Switzerland', 'United States of America']","['United Artists', 'Metro-Goldwyn-Mayer (MGM)', 'Hammerhead Productions', 'Screenland Pictures']","['James Spader', 'Angela Bassett', 'Robert Forster', 'Lou Diamond Phillips', 'Peter Facinelli', 'Robin Tunney', 'Wilson Cruz', 'Eddy Rice Jr.', 'Knox White', 'Kerrigan Mahan']","['Walter Hill', 'Jack Sholder']"
1656,10385,Hanging Up,"['Comedy', 'Drama']","['sister sister relationship', 'cheating', 'amnesia', 'telephone', 'loss of wife', 'ex-wife', 'woman director']",40000000,36037909,3.42,5.00,40,94,2000,en,"['Germany', 'United States of America']","['Laurence Mark Productions', 'Columbia Pictures Corporation', 'Global Entertainment Productions GmbH & Company Medien KG', 'Nora Ephron Productions']","['Meg Ryan', 'Diane Keaton', 'Lisa Kudrow', 'Walter Matthau', 'Adam Arkin', 'Shaun Duke', 'Ann Bortolotti', 'Cloris Leachman', 'Maree Cheatham', 'Myndy Crist']",['Diane Keaton']
1657,10386,The Iron Giant,"['Adventure', 'Animation', 'Family', 'Fantasy', 'Science Fiction']","['cold war', 'friendship', 'giant robot', 'sitting on a toilet', '1950s', 'laxative']",70000000,23159305,61.25,7.60,1436,86,1999,en,['United States of America'],['Warner Bros. Animation'],"['Eli Marienthal', 'Jennifer Aniston', 'Vin Diesel', 'Christopher McDonald', 'Harry Connick Jr.', 'John Mahoney', 'Cloris Leachman', 'James Gammon', 'M. Emmet Walsh', 'Jack Angel']",['Brad Bird']
1658,10388,The Limey,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","['prison', 'release from prison', 'suitcase', 'record producer', 'investigation', 'daughter', 'loss', 'revenge', 'stakeout', 'ex-con', 'warehouse', 'hired killer', 'motel room', 'neo-noir', '1960s']",10000000,3193102,8.90,6.60,105,89,1999,en,['United States of America'],['Artisan Entertainment'],"['Terence Stamp', 'Lesley Ann Warren', 'Luis Guzmán', 'Barry Newman', 'Joe Dallesandro', 'Nicky Katt', 'Peter Fonda', 'Amelia Heinle', 'Melissa George', 'William Lucking']",['Steven Soderbergh']
1659,10390,For Love of the Game,"['Drama', 'Romance']","['baseball', 'trainer', 'career', 'legend', 'training', 'sport']",50000000,0,9.62,6.30,88,137,1999,en,['United States of America'],"['Universal Pictures', 'Beacon Pictures']","['Kevin Costner', 'Kelly Preston', 'John C. Reilly', 'Jena Malone', 'J.K. Simmons', 'Brian Cox', 'David Mucci']",['Sam Raimi']
1660,10391,Bless the Child,"['Drama', 'Horror', 'Thriller', 'Crime']","['sister sister relationship', 'autism', 'mephisto', 'satanism', 'ersatz']",40000000,0,3.32,4.90,71,107,2000,en,['United States of America'],"['Paramount Pictures', 'Icon Entertainment International', 'Munich Film Partners & Company (MFP) BTC Productions']","['Kim Basinger', 'Angela Bettis', 'Holliston Coleman', 'Rufus Sewell', 'Christina Ricci', 'Jimmy Smits', 'Michael Gaston', 'Lumi Cavazos', 'Dimitra Arliss', 'Eugene Lipinski']",['Chuck Russell']
1661,10393,The Replacements,['Comedy'],"['american football', 'strike', 'sport', 'coach', 'misfit', 'american football player']",0,0,14.84,6.10,203,118,2000,en,['United States of America'],['Warner Bros.'],"['Keanu Reeves', 'Gene Hackman', 'Brooke Langton', 'Orlando Jones', 'Faizon Love', 'Jon Favreau', 'Rhys Ifans', 'Ace Yonamine', 'Troy Winbush', 'David Denman']",['Howard Deutch']
1662,10395,Wolf,['Fantasy'],"['adultery', 'heal', 'bite', 'werewolf']",0,0,13.76,6.00,216,125,1994,en,['United States of America'],['Columbia Pictures'],"['Jack Nicholson', 'Christopher Plummer', 'James Spader', 'Michelle Pfeiffer', 'Kate Nelligan', 'Richard Jenkins', 'Eileen Atkins', 'David Hyde Pierce', 'Om Puri', 'Ron Rifkin']",['Mike Nichols']
